Station id,Baseline Tree depth,Baseline Min samples split,Baseline Min samples leaf,Baseline Feature ratio,Modified Tree depth,Modified Min samples split,Modified Min samples leaf,Modified Feature ratio
9497980,8,4,4,0.6330242596481994,7,3,2,0.6353094161003328
9505350,5,8,3,0.7358192915830861,8,3,4,0.5791076592435124
9505800,5,2,3,0.5282532043662949,8,3,4,0.5791076592435124
9508300,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
9513780,5,2,3,0.5282532043662949,8,3,4,0.5791076592435124
9510200,7,5,1,0.6351157813686702,8,7,2,0.6265998724541788
10172700,5,2,3,0.5282532043662949,7,3,2,0.6353094161003328
10172800,7,5,1,0.6351157813686702,7,3,2,0.6353094161003328
10173450,7,5,1,0.6351157813686702,8,7,2,0.6265998724541788
10205030,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
10234500,5,8,3,0.7358192915830861,8,3,4,0.5791076592435124
10242000,7,5,1,0.6351157813686702,8,3,4,0.5791076592435124
10244950,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
10249300,5,8,3,0.7358192915830861,8,3,4,0.5791076592435124
10258500,5,2,3,0.5282532043662949,3,8,2,0.5835899076556831
10259000,5,4,1,0.6931595360241993,8,7,2,0.6265998724541788
10259200,5,8,3,0.7358192915830861,8,7,2,0.6265998724541788
10263500,7,5,1,0.6351157813686702,8,7,2,0.6265998724541788
10329500,2,7,3,0.7575793759734148,2,3,4,0.6761429142764176
10316500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
10336660,5,2,3,0.5282532043662949,8,3,4,0.5791076592435124
10343500,5,8,4,0.6894993197366195,7,3,2,0.6353094161003328
10396000,8,4,4,0.6330242596481994,7,3,2,0.6353094161003328
11098000,5,8,3,0.7358192915830861,8,7,2,0.6265998724541788
11124500,5,2,3,0.5282532043662949,7,3,2,0.6353094161003328
11141280,7,5,1,0.6351157813686702,8,3,4,0.5791076592435124
11148900,5,2,3,0.5282532043662949,5,6,2,0.5060088760622651
11143000,5,8,3,0.7358192915830861,8,3,4,0.5791076592435124
11151300,5,3,1,0.5191451768312526,7,3,2,0.6353094161003328
11162500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
11176400,2,7,3,0.7575793759734148,3,8,2,0.5835899076556831
11180500,2,7,3,0.7575793759734148,3,8,2,0.5835899076556831
11180960,2,7,3,0.7575793759734148,3,8,2,0.5835899076556831
11224500,5,3,1,0.5191451768312526,3,8,2,0.5835899076556831
11237500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
11230500,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
11253310,7,5,1,0.6351157813686702,3,8,2,0.5835899076556831
11264500,8,4,4,0.6330242596481994,7,3,2,0.6353094161003328
11274500,5,2,3,0.5282532043662949,3,8,2,0.5835899076556831
11266500,7,5,1,0.6351157813686702,8,3,4,0.5791076592435124
11274630,5,2,3,0.5282532043662949,3,8,2,0.5835899076556831
11284400,5,2,3,0.5282532043662949,8,3,4,0.5791076592435124
11381500,8,4,4,0.6330242596481994,3,8,2,0.5835899076556831
11451100,5,8,3,0.7358192915830861,3,8,2,0.5835899076556831
11383500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
11468500,2,7,3,0.7575793759734148,2,3,4,0.6761429142764176
11473900,5,2,3,0.5282532043662949,3,8,2,0.5835899076556831
11476600,5,2,3,0.5282532043662949,3,8,2,0.5835899076556831
11475560,5,8,4,0.6894993197366195,5,6,2,0.5060088760622651
11478500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
11481200,5,8,4,0.6894993197366195,8,3,4,0.5791076592435124
11482500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
11522500,7,5,1,0.6351157813686702,7,3,2,0.6353094161003328
11523200,8,4,4,0.6330242596481994,7,3,2,0.6353094161003328
11528700,5,4,1,0.6931595360241993,3,8,2,0.5835899076556831
11532500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12010000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12013500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12020000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12025700,7,5,1,0.6351157813686702,7,3,2,0.6353094161003328
12035000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12040500,5,8,3,0.7358192915830861,5,6,2,0.5060088760622651
12041200,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
12048000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12054000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12073500,5,2,3,0.5282532043662949,3,8,2,0.5835899076556831
12056500,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
12082500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12092000,8,4,4,0.6330242596481994,7,3,2,0.6353094161003328
12114500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12115000,8,4,4,0.6330242596481994,7,3,2,0.6353094161003328
12115500,5,8,3,0.7358192915830861,7,3,2,0.6353094161003328
12117000,7,5,1,0.6351157813686702,8,3,4,0.5791076592435124
12147500,8,4,4,0.6330242596481994,5,6,2,0.5060088760622651
12145500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12147600,5,4,1,0.6931595360241993,7,3,2,0.6353094161003328
12167000,7,5,1,0.6351157813686702,8,3,4,0.5791076592435124
12178100,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12175500,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
12186000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12189500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12358500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12390700,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
12411000,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
12414500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
12447390,7,5,1,0.6351157813686702,8,7,2,0.6265998724541788
12451000,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
13011500,7,5,1,0.6351157813686702,7,3,2,0.6353094161003328
12488500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
13011900,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
13018300,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
13083000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
13023000,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
13161500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
13235000,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
13240000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
13313000,8,4,4,0.6330242596481994,7,3,2,0.6353094161003328
13331500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
13337000,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
13340000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
13338500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
13340600,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
14020000,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
14138800,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
14137000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
14138870,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
14138900,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
14139800,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
14141500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
14154500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
14158500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
14158790,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
14166500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
14182500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
14185000,5,2,3,0.5282532043662949,8,7,2,0.6265998724541788
14185900,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
14222500,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
14236200,8,4,4,0.6330242596481994,7,3,2,0.6353094161003328
14301000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
14305500,8,4,4,0.6330242596481994,5,6,2,0.5060088760622651
14306500,5,2,3,0.5282532043662949,8,3,4,0.5791076592435124
14309500,8,4,4,0.6330242596481994,8,7,2,0.6265998724541788
14316700,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
14325000,5,8,3,0.7358192915830861,8,3,4,0.5791076592435124
14400000,8,4,4,0.6330242596481994,8,3,4,0.5791076592435124
